labno,unitno,serialno,compartid,compart,last_interpret_date,sampledate,processdate,oiladded,oilhours,actual_fluid_hours,meterread,oilchanged,filterchanged,evalcode,dateReported,Confirmed,Problem Solved,Action Taken,Si,Al,Cr,Fe,Pb,Cu,Sn,Ni,Na,K,Mo,Zn,Mg,Ca,P,B,ST,OXI,NIT,SUL,V100,TBN,W,FP,GF,PQ,W(PCT),PC06,PC14,ISO.6,ISO.14,Visual,Replaced,Life,RUL,Magnetic Plug,Magnetic Plug Rate,oilchanged rate
B18E102530,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,11-May-18,07-May-18,09-May-18,0,225,225,45255,FALSE,,B,11-May-18,FALSE,FALSE,FALSE,11,1,0,29,2,3,0,1,4,1,0,1027,8,2719,922,0,,,,,23.98,,N,,,38,,38591,2613,22,19,-,0,1777,14223,B,2,0
B18D172630,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,17-Apr-18,16-Apr-18,17-Apr-18,0,514,514,45030,TRUE,,B,23-Apr-18,FALSE,FALSE,FALSE,3,1,0,12,4,27,1,0,0,1,1,1149,9,3029,1088,1,,,,,23.84,,N,,,9,,55168,9614,23,20,-,0,1552,14448,A,1,1
B18C282238,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,28-Mar-18,26-Mar-18,28-Mar-18,0,264,264,44780,FALSE,,B,29-Mar-18,FALSE,FALSE,FALSE,2,1,0,7,3,17,1,1,0,1,1,1095,9,2718,1029,0,,,,,24.77,,N,,,13,,47409,7601,23,20,-,0,1302,14698,A,1,0
B18C061712,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,07-Mar-18,05-Mar-18,06-Mar-18,0,1038,1038,44516,TRUE,,C,07-Mar-18,TRUE,FALSE,TRUE,9,1,0,29,14,77,1,2,2,1,0,1282,11,3193,1153,0,,,,,24.46,,N,,,20,,19468.44222,986.3815789,21,16,DARK MQF MET,0,1038,14962,B,2,1
B18B141336,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,14-Feb-18,12-Feb-18,14-Feb-18,0,775,775,44253,FALSE,,C,14-Feb-18,TRUE,FALSE,TRUE,8,0,0,18,8,43,2,0,2,1,0,955,8,2508,937,0,,,,,24.36,,N,,,18,,19468.44222,986.3815789,21,16,DARK LQF MET,0,775,15225,B,2,0
B18A251106,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,25-Jan-18,23-Jan-18,25-Jan-18,0,547,547,44025,FALSE,,C,25-Jan-18,TRUE,FALSE,TRUE,11,2,0,24,10,47,3,1,0,0,0,1227,10,2981,1186,0,,,,,24.81,,N,,,21,,19468.44222,986.3815789,21,16,DARK LQF MET,0,547,15453,B,2,0
B18A052632,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,06-Jan-18,03-Jan-18,04-Jan-18,0,304,304,43782,FALSE,,B,06-Jan-18,FALSE,FALSE,FALSE,5,1,0,11,4,21,1,0,0,0,0,1015,9,2486,958,0,,,,,24.22,,N,,,14,,19468.44222,986.3815789,21,16,DARK LQF MET,0,304,15696,B,2,0
B17L112625,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,12-Dec-17,09-Dec-17,11-Dec-17,0,936,936,43478,TRUE,,B,12-Dec-17,FALSE,FALSE,FALSE,9,2,0,18,1,4,0,0,0,1,0,1146,11,3106,1056,0,,,,,21.57,,N,,,4,,23614,1695,22,18,-,1,14311,0,A,1,1
B17K202209,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,21-Nov-17,18-Nov-17,20-Nov-17,0,716,716,43258,FALSE,,B,21-Nov-17,FALSE,FALSE,FALSE,5,2,0,13,1,3,0,0,1,1,0,1106,10,2925,965,0,,,,,21.5,,N,,,3,,18250,854,21,17,-,0,14091,220,A,1,0
B17K010729,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,01-Nov-17,31-Oct-17,01-Nov-17,0,490,490,43032,FALSE,,B,01-Nov-17,FALSE,FALSE,FALSE,3,1,0,11,1,2,1,0,0,4,1,995,9,2796,910,0,,,,,22.08,,N,,,9,,20865,882,22,17,-,0,13865,446,A,1,0
B17J171438,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,17-Oct-17,15-Oct-17,17-Oct-17,0,258,258,42800,FALSE,,B,17-Oct-17,FALSE,FALSE,FALSE,6,1,0,8,0,1,0,0,1,1,0,1288,12,3442,1157,0,,,,,21.79,,N,,,0,,15665,421,21,16,-,0,13633,678,A,1,0
B17I200601,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,20-Sep-17,18-Sep-17,19-Sep-17,0,1057,551,42542,TRUE,,B,20-Sep-17,FALSE,FALSE,FALSE,5,1,0,12,0,2,0,0,1,1,1,1200,13,3101,1062,0,,,,,24.92,,N,,,4,,21639,565,22,16,-,0,13375,936,B,2,1
B17H291236,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,29-Aug-17,27-Aug-17,29-Aug-17,,736,230,42221,FALSE,,B,29-Aug-17,FALSE,FALSE,FALSE,5,0,0,8,0,1,0,0,0,0,1,1120,10,2736,1012,0,,,,,25.35,,N,,,5,,12269,485,21,16,-,0,13054,1257,A,1,0
B17H071116,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,07-Aug-17,03-Aug-17,05-Aug-17,,506,506,41991,TRUE,,B,07-Aug-17,FALSE,FALSE,FALSE,6,2,0,8,0,0,0,0,0,0,0,1068,11,2774,984,0,,,,,23.74,,N,,,23,,23018,2106,22,18,LQC MET,0,12824,1487,A,1,1
B17G171413,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,17-Jul-17,14-Jul-17,17-Jul-17,,216,216,41701,FALSE,,B,17-Jul-17,FALSE,FALSE,FALSE,5,2,0,5,1,0,0,0,0,0,1,1144,12,3247,1095,1,,,,,23.74,,N,,,2,,7805,514,20,16,-,0,12534,1777,A,1,0
B17F240110,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,24-Jun-17,22-Jun-17,24-Jun-17,,1075,1075,41485,TRUE,,B,24-Jun-17,FALSE,FALSE,FALSE,4,0,0,15,0,1,0,0,2,0,1,1100,8,2898,1130,0,,,,,22.54,,N,,,11,,21471,272,22,15,-,0,12318,1993,B,2,1
B17F010114,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,01-Jun-17,30-May-17,01-Jun-17,,773,773,41183,FALSE,,C,01-Jun-17,TRUE,FALSE,TRUE,4,1,0,17,1,1,0,0,3,0,2,1097,9,2868,1058,0,,,,,21.2,,N,,,30,,23947,1195,22,17,-,0,12016,2295,B,2,0
B17E090215,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,09-May-17,08-May-17,09-May-17,,540,540,40950,FALSE,,B,09-May-17,FALSE,FALSE,FALSE,7,2,0,14,3,1,0,1,2,1,1,1173,10,3113,1064,0,,,,,21.72,,N,,,9,,22180,292,22,15,-,0,11783,2528,A,1,0
B17D131302,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,13-Apr-17,11-Apr-17,13-Apr-17,,229,229,40639,FALSE,,B,13-Apr-17,FALSE,FALSE,FALSE,5,1,0,7,1,0,0,0,3,2,1,1044,8,2887,1025,0,,,,,21.9,,N,,,13,,20873,336,22,16,-,0,11472,2839,B,2,0
B17C180303,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,18-Mar-17,16-Mar-17,18-Mar-17,,892,892,40410,TRUE,,B,18-Mar-17,FALSE,FALSE,FALSE,4,0,0,11,0,0,0,0,2,0,5,1005,8,2853,944,0,,,,,24.95,,N,,,5,,13681,210,21,15,-,0,11243,3068,A,1,1
B17B203323,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,21-Feb-17,18-Feb-17,20-Feb-17,,651,651,40169,FALSE,,B,21-Feb-17,FALSE,FALSE,FALSE,6,2,0,12,0,0,0,0,2,1,6,1245,10,3099,1153,1,,,,,24.74,,N,,,5,,6971,327,20,16,-,0,11002,3309,A,1,0
B17B020235,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,02-Feb-17,31-Jan-17,02-Feb-17,,465,465,39983,FALSE,,B,02-Feb-17,FALSE,FALSE,FALSE,4,1,0,7,0,0,0,0,1,0,5,972,8,2625,925,0,,,,,24.23,,N,,,18,,12791,546,21,16,-,0,10816,3495,A,1,0
B17A113024,HD629,FKR00354,4008.RR,Final Drive-Rt Rea,12-Jan-17,09-Jan-17,11-Jan-17,,223,223,39741,FALSE,,B,12-Jan-17,FALSE,FALSE,FALSE,4,1,0,4,0,0,0,0,1,0,6,991,9,2779,872,1,,,,,24.68,,N,,,1,,3595,98,19,14,-,0,10574,3737,A,1,0
B18L201423,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,20-Dec-18,18-Dec-18,20-Dec-18,0,766,766,47658,FALSE,,B,21-Dec-18,FALSE,FALSE,FALSE,5,1,0,11,1,1,0,0,2,1,0,1061,11,2576,1001,1,,,,,24.24,,N,,,6,,15576,278,21,15,-,0,10950,5050,A,1,0
B18L030937,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,03-Dec-18,30-Nov-18,03-Dec-18,0,511,511,47403,FALSE,,B,03-Dec-18,FALSE,FALSE,FALSE,5,1,0,9,0,0,0,0,0,0,0,1252,11,3064,1119,1,,,,,24.63,,N,,,11,,10035,175,21,15,-,0,10695,5305,B,2,0
B18K140321,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,14-Nov-18,10-Nov-18,12-Nov-18,0,235,235,47127,FALSE,,B,14-Nov-18,FALSE,FALSE,FALSE,7,1,0,9,0,0,0,0,0,0,0,1165,10,2883,1074,2,,,,,25.31,,N,,,3,,7424,112,20,14,-,0,10419,5581,B,2,0
B18J241313,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,24-Oct-18,22-Oct-18,23-Oct-18,0,1146,1156,46892,TRUE,,B,25-Oct-18,FALSE,FALSE,FALSE,10,2,0,36,0,1,0,1,1,1,1,1082,10,2984,1042,1,,,,,23.95,,N,,,38,,30576,429,22,16,-,0,10184,5816,B,2,1
B18I290115,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,29-Sep-18,27-Sep-18,29-Sep-18,0,799,809,46545,FALSE,,B,29-Sep-18,FALSE,FALSE,FALSE,8,2,0,24,1,1,0,0,1,1,1,1114,9,2717,1077,1,,,,,24.19,,N,,,22,,31164,288,22,15,-,0,9837,6163,B,2,0
B18I121103,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,12-Sep-18,09-Sep-18,11-Sep-18,0,511,511,46247,FALSE,,B,13-Sep-18,FALSE,FALSE,FALSE,7,2,0,17,1,0,0,0,1,0,0,1078,10,2746,1026,0,,,,,24.71,,N,,,27,,35068,871,22,17,-,0,9539,6461,C,3,0
B18H170924,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,17-Aug-18,14-Aug-18,16-Aug-18,0,252,262,45998,FALSE,,B,21-Aug-18,FALSE,FALSE,FALSE,9,1,0,10,0,1,0,0,2,0,1,1074,11,2531,1027,5,,,,,25.03,,N,,,15,,19186,427,21,16,-,0,9290,6710,A,1,0
B18G232914,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,24-Jul-18,21-Jul-18,23-Jul-18,0,1034,1034,45736,TRUE,TRUE,B,24-Jul-18,FALSE,FALSE,FALSE,4,1,0,9,1,1,0,0,2,0,1,1270,12,3196,1239,1,,,,,25.3,,N,,,1,,10659,167,21,15,-,0,9028,6972,B,2,1
B18F282130,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,29-Jun-18,26-Jun-18,28-Jun-18,0,782,782,45484,FALSE,,B,29-Jun-18,FALSE,FALSE,FALSE,5,1,0,5,0,1,0,0,2,1,0,1029,9,2880,1055,0,,,,,24.33,,N,,,7,,7720,200,20,15,-,0,8776,7224,A,1,0
B18F081316,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,08-Jun-18,07-Jun-18,08-Jun-18,0,541,541,45243,FALSE,,B,09-Jun-18,FALSE,FALSE,FALSE,3,0,0,3,0,0,0,0,0,1,0,1024,8,2673,938,1,,,,,26.18,,N,,,5,,8052,245,20,15,-,0,8535,7465,A,1,0
B18E240109,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,24-May-18,21-May-18,23-May-18,0,296,296,44998,FALSE,,B,24-May-18,FALSE,FALSE,FALSE,3,1,0,3,0,0,0,0,1,1,0,1080,9,2895,977,1,,,,,24.82,,N,,,3,,8201,145,20,14,-,0,8290,7710,A,1,0
B18E021502,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,02-May-18,29-Apr-18,01-May-18,0,923,923,44702,TRUE,,B,02-May-18,FALSE,FALSE,FALSE,5,1,0,8,3,1,0,0,1,0,1,1228,10,3276,1146,1,,,,,23.86,,N,,,8,,13614,129,21,14,-,0,7994,8006,A,1,1
B18D102615,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,11-Apr-18,07-Apr-18,10-Apr-18,0,671,671,44450,FALSE,,B,11-Apr-18,FALSE,FALSE,FALSE,5,1,0,7,1,1,0,1,2,0,1,1182,9,3204,1124,0,,,,,24.05,,N,,,14,,21572,1064,22,17,-,0,7742,8258,A,1,0
B18C201828,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,20-Mar-18,18-Mar-18,19-Mar-18,0,431,431,44210,FALSE,,B,20-Mar-18,FALSE,FALSE,FALSE,3,1,0,4,1,1,0,0,1,0,1,1203,10,3070,1105,0,,,,,24.34,,N,,,0,,6829,197,20,15,-,0,7502,8498,A,1,0
B18B260332,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,26-Feb-18,24-Feb-18,26-Feb-18,0,184,184,43963,FALSE,,B,26-Feb-18,FALSE,FALSE,FALSE,4,2,0,3,1,0,0,1,0,0,1,1125,4,3303,1057,1,,,,,23.65,,N,,,2,,4057,79,19,13,-,0,7255,8745,A,1,0
B18B081425,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,08-Feb-18,07-Feb-18,08-Feb-18,0,1099,1099,43779,TRUE,,B,09-Feb-18,FALSE,FALSE,FALSE,5,1,0,10,1,1,0,0,1,0,2,1088,10,2730,1006,0,,,,,23.97,,N,,,7,,22687,223,22,15,-,0,7071,8929,A,1,1
B18A221129,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,22-Jan-18,19-Jan-18,22-Jan-18,0,839,839,43519,FALSE,,B,25-Jan-18,FALSE,FALSE,FALSE,7,1,0,12,0,2,0,0,0,1,1,1276,12,3301,1179,0,,,,,24.63,,N,,,10,,26296,229,22,15,-,0,6811,9189,B,2,0
B18A032239,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,03-Jan-18,29-Dec-17,02-Jan-18,0,575,575,43255,FALSE,,B,04-Jan-18,FALSE,FALSE,FALSE,3,1,0,3,0,0,0,0,0,0,1,1057,9,2577,961,0,,,,,24.17,,N,,,0,,6634,192,20,15,-,0,6547,9453,A,1,0
B17L080416,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,08-Dec-17,07-Dec-17,08-Dec-17,0,274,274,42954,FALSE,,B,08-Dec-17,FALSE,FALSE,FALSE,6,1,0,4,0,0,0,0,0,0,1,1231,12,3090,1148,0,,,,,24.24,,N,,,0,,5094,317,20,15,-,0,6246,9754,A,1,0
B17K152020,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,16-Nov-17,11-Nov-17,14-Nov-17,0,1130,1130,42680,TRUE,,B,16-Nov-17,FALSE,FALSE,FALSE,3,1,0,8,0,1,0,0,0,0,2,1179,11,3224,1147,0,,,,,23.86,,N,,,2,,8934,188,20,15,-,0,5972,10028,A,1,1
B17J210227,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,21-Oct-17,19-Oct-17,21-Oct-17,0,808,808,42358,FALSE,,B,21-Oct-17,FALSE,FALSE,FALSE,5,1,0,7,0,1,0,0,0,1,0,1229,11,3132,1103,0,,,,,23.4,,N,,,9,,10646,191,21,15,-,0,5650,10350,A,1,0
B17J033519,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,04-Oct-17,01-Oct-17,03-Oct-17,0,569,569,42119,FALSE,,B,04-Oct-17,FALSE,FALSE,FALSE,4,1,0,6,0,1,0,1,0,0,2,1123,10,2991,978,1,,,,,24.79,,N,,,0,,5115,157,20,14,-,0,5411,10589,A,1,0
B17I122011,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,12-Sep-17,10-Sep-17,12-Sep-17,0,289,289,41839,FALSE,,B,12-Sep-17,FALSE,FALSE,FALSE,2,0,0,3,0,0,0,0,0,0,2,1331,16,3395,1208,0,,,,,23.68,,N,,,0,,3851,183,19,15,-,0,5131,10869,A,1,0
B17H232127,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,24-Aug-17,22-Aug-17,23-Aug-17,,997,997,41550,TRUE,,B,24-Aug-17,TRUE,FALSE,FALSE,6,1,0,10,0,1,0,0,0,0,1,1242,11,3005,1143,0,,,,,24.59,,N,,,9,,15956,186,21,15,-,0,4842,11158,A,1,1
B17H071126,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,07-Aug-17,03-Aug-17,05-Aug-17,,765,765,41318,FALSE,,B,07-Aug-17,FALSE,FALSE,FALSE,4,1,0,8,0,0,0,0,0,0,1,1126,9,2792,1108,0,,,,,23.35,,N,,,4,,6251,221,20,15,-,0,4610,11390,A,1,0
B17G171405,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,17-Jul-17,15-Jul-17,17-Jul-17,,524,524,41077,FALSE,,B,17-Jul-17,FALSE,FALSE,FALSE,5,1,0,5,1,0,0,0,0,0,2,1220,12,3454,1176,0,,,,,22.95,,N,,,2,,7423,363,20,16,-,0,4369,11631,A,1,0
B17F231737,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,23-Jun-17,21-Jun-17,23-Jun-17,,268,268,40821,FALSE,,B,23-Jun-17,FALSE,FALSE,FALSE,3,0,0,3,1,0,0,0,0,1,1,987,9,2477,946,0,,,,,23.03,,N,,,0,,6485,119,20,14,-,0,4113,11887,A,1,0
B17F010133,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,01-Jun-17,30-May-17,01-Jun-17,,968,968,40553,TRUE,,B,01-Jun-17,FALSE,FALSE,FALSE,3,1,0,9,1,1,0,0,3,0,4,1214,10,3193,1169,1,,,,,24.33,,N,,,5,,14100,243,21,15,-,0,3845,12155,A,1,1
B17E101502,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,10-May-17,08-May-17,10-May-17,,714,714,40299,FALSE,,B,10-May-17,FALSE,FALSE,FALSE,2,1,0,7,0,0,0,0,3,0,3,1177,12,2855,1100,0,,,,,25.08,,N,,,11,,11904,214,21,15,-,0,3591,12409,A,1,0
B17D201615,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,20-Apr-17,18-Apr-17,20-Apr-17,,476,476,40061,FALSE,,B,20-Apr-17,FALSE,FALSE,FALSE,5,1,0,5,0,0,0,0,2,1,2,1096,11,2644,999,0,,,,,24.93,,N,,,0,,9849,162,20,15,-,0,3353,12647,A,1,0
B17D010632,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,01-Apr-17,31-Mar-17,01-Apr-17,,232,232,39817,FALSE,,B,01-Apr-17,FALSE,FALSE,FALSE,3,1,0,3,0,0,0,0,0,1,3,1086,9,2840,1052,0,,,,,25.35,,N,,,0,,7583,290,20,15,-,0,3109,12891,A,1,0
B17B270632,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,27-Feb-17,25-Feb-17,27-Feb-17,,980,980,39585,TRUE,,B,27-Feb-17,FALSE,FALSE,FALSE,5,2,0,9,0,1,0,0,0,1,0,1184,11,3276,1141,1,,,,,24.29,,N,,,13,,15178,297,21,15,-,0,2877,13123,A,1,1
B17B040830,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,04-Feb-17,03-Feb-17,04-Feb-17,,754,754,39359,FALSE,,B,04-Feb-17,FALSE,FALSE,FALSE,4,1,0,7,0,1,0,1,2,2,1,1043,8,2596,957,0,,,,,23.89,,N,,,2,,8621,213,20,15,-,0,2651,13349,A,1,0
B17A140639,HD630,FKR00355,4008.LR,Final Drive-Lt Rea,14-Jan-17,12-Jan-17,14-Jan-17,,499,499,39104,FALSE,,B,14-Jan-17,FALSE,FALSE,FALSE,4,1,0,5,1,0,0,0,2,0,1,1020,8,2444,979,1,,,,,24.39,,N,,,8,,10605,257,21,15,-,0,2396,13604,A,1,0
B18L201422,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,20-Dec-18,18-Dec-18,20-Dec-18,0,766,766,47658,FALSE,,B,21-Dec-18,FALSE,FALSE,FALSE,5,1,0,11,1,1,0,0,2,1,1,1092,11,2652,1010,0,,,,,24.13,,N,,,6,,16862,549,21,16,-,0,1922,14078,A,1,0
B18L030936,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,03-Dec-18,30-Nov-18,03-Dec-18,0,511,511,47403,FALSE,,B,03-Dec-18,FALSE,FALSE,FALSE,6,1,0,11,0,0,0,0,0,0,0,1322,12,3353,1231,2,,,,,24.07,,N,,,39,,10817,258,21,15,-,0,1667,14333,A,1,0
B18K140320,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,14-Nov-18,10-Nov-18,12-Nov-18,0,235,235,47127,FALSE,,B,14-Nov-18,FALSE,FALSE,FALSE,7,1,0,10,0,0,0,0,0,0,1,1225,11,3060,1028,2,,,,,24.6,,N,,,4,,7307,117,20,14,-,0,1391,14609,A,1,0
B18J241312,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,24-Oct-18,22-Oct-18,23-Oct-18,0,1146,1156,46892,TRUE,,B,25-Oct-18,FALSE,FALSE,FALSE,11,2,0,41,0,1,0,1,2,1,1,1195,12,3317,1161,2,,,,,24.02,,N,,,33,,32062,208,22,15,-,0,1156,14844,B,2,1
B18I290114,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,29-Sep-18,27-Sep-18,29-Sep-18,0,799,809,46545,FALSE,,B,29-Sep-18,FALSE,FALSE,FALSE,8,2,0,25,1,1,0,0,1,1,1,1133,9,2775,1098,1,,,,,24.71,,N,,,23,,30732,311,22,15,-,0,809,15191,B,2,0
B18I121102,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,12-Sep-18,09-Sep-18,11-Sep-18,0,511,511,46247,FALSE,,B,13-Sep-18,FALSE,FALSE,FALSE,7,2,0,17,1,1,0,0,2,1,0,1059,10,2672,1010,0,,,,,24.5,,N,,,22,,34208,858,22,17,-,0,511,15489,A,1,0
B18H170923,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,17-Aug-18,14-Aug-18,16-Aug-18,0,252,262,45998,FALSE,,B,21-Aug-18,FALSE,FALSE,FALSE,9,1,0,11,0,1,0,0,3,0,0,1097,11,2552,1013,4,,,,,24.37,,N,,,11,,19591,386,21,16,-,0,262,15738,A,1,0
B18G232913,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,24-Jul-18,21-Jul-18,23-Jul-18,0,1034,1034,45736,TRUE,TRUE,B,24-Jul-18,FALSE,FALSE,FALSE,4,1,0,8,0,1,0,0,2,0,2,1260,12,3168,1195,2,,,,,25.23,,N,,,1,,10841,175,21,15,-,1,15341,0,A,1,1
B18F282129,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,29-Jun-18,26-Jun-18,28-Jun-18,0,782,782,45484,FALSE,,B,29-Jun-18,FALSE,FALSE,FALSE,5,0,0,6,2,1,0,0,2,1,0,1128,10,3157,1173,0,,,,,25.9,,N,,,5,,11435,383,21,16,-,0,15089,252,A,1,0
B18F081315,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,08-Jun-18,07-Jun-18,08-Jun-18,0,541,541,45243,FALSE,,B,08-Jun-18,FALSE,FALSE,FALSE,3,0,0,3,0,0,0,0,0,0,1,1057,8,2788,943,1,,,,,26.08,,N,,,6,,8366,211,20,15,-,0,14848,493,A,1,0
B18E240108,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,24-May-18,21-May-18,23-May-18,0,296,296,44998,FALSE,,A,24-May-18,FALSE,FALSE,FALSE,4,0,0,3,0,0,0,0,1,1,0,1025,9,2697,918,0,,,,,24.9,,N,,,5,,7905,147,20,14,-,0,14603,738,A,1,0
B18E021501,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,02-May-18,29-Apr-18,01-May-18,0,923,923,44702,TRUE,,B,02-May-18,FALSE,FALSE,FALSE,5,1,0,8,2,1,0,0,1,0,1,1249,10,3308,1150,1,,,,,24.1,,N,,,2,,13577,117,21,14,-,0,14307,1034,A,1,1
B18D102614,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,11-Apr-18,07-Apr-18,10-Apr-18,0,671,671,44450,FALSE,,B,11-Apr-18,FALSE,FALSE,FALSE,4,1,0,6,1,1,0,1,2,0,2,1155,9,3123,1114,1,,,,,23.97,,N,,,4,,14202,145,21,14,-,0,14055,1286,A,1,0
B18C201827,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,20-Mar-18,18-Mar-18,19-Mar-18,0,431,431,44210,FALSE,,B,20-Mar-18,FALSE,FALSE,FALSE,3,1,0,4,0,1,0,0,1,0,1,1213,10,3084,1111,0,,,,,23.6,,N,,,33,,8311,235,20,15,-,0,13815,1526,A,1,0
B18B260331,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,26-Feb-18,24-Feb-18,26-Feb-18,0,184,184,43963,FALSE,,B,26-Feb-18,FALSE,FALSE,FALSE,4,1,0,3,0,0,0,1,0,0,0,1080,4,3186,1013,1,,,,,24.3,,N,,,1,,4913,115,19,14,-,0,13568,1773,A,1,0
B18B081424,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,08-Feb-18,07-Feb-18,08-Feb-18,0,1099,1099,43779,TRUE,,B,09-Feb-18,FALSE,FALSE,FALSE,6,1,0,11,0,2,0,0,1,1,1,1105,10,2831,1036,0,,,,,24.15,,N,,,8,,21747,461,22,16,-,0,13384,1957,A,1,1
B18A221128,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,22-Jan-18,19-Jan-18,22-Jan-18,0,839,839,43519,FALSE,,B,25-Jan-18,FALSE,FALSE,FALSE,7,1,0,12,0,1,0,0,0,1,1,1235,12,3185,1121,0,,,,,24.58,,N,,,8,,26686,312,22,15,-,0,13124,2217,B,2,0
B18A032238,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,03-Jan-18,29-Dec-17,02-Jan-18,0,575,575,43255,FALSE,,B,04-Jan-18,FALSE,FALSE,FALSE,4,1,0,3,0,0,0,0,0,0,1,1119,9,2742,1022,0,,,,,24.15,,N,,,1,,7787,289,20,15,-,0,12860,2481,A,1,0
B17L080415,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,08-Dec-17,07-Dec-17,08-Dec-17,0,274,274,42954,FALSE,,B,08-Dec-17,FALSE,FALSE,FALSE,5,1,0,3,1,0,0,0,0,0,1,1166,12,2959,1096,0,,,,,24.11,,N,,,1,,4386,281,19,15,-,0,12559,2782,A,1,0
B17K152019,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,16-Nov-17,11-Nov-17,14-Nov-17,0,1130,1130,42680,TRUE,,B,16-Nov-17,FALSE,FALSE,FALSE,4,2,0,9,1,1,0,0,0,0,1,1223,11,3353,1176,0,,,,,23.91,,N,,,1,,9396,215,20,15,-,0,12285,3056,A,1,1
B17J210226,HD630,FKR00355,4008.RR,Final Drive-Rt Rea,21-Oct-17,19-Oct-17,21-Oct-17,0,808,808,42358,FALSE,,B,21-Oct-17,FALSE,FALSE,FALSE,5,1,0,7,0,1,0,1,0,1,1,1324,12,3388,1200,0,,,,,23.4,,N,,,6,,11679,204,21,15,-,0,11963,3378,A,1,0
